bensley@LT-10383(get_sfp_stats)$./get_sfp_stats.py -u testuser -i Area1_Switches.yml
Default password:
Checking AHP01...
Checking AHP02...
Checking ALD01...
Checking ALW01...
Checking BAS01...
Checking BAS02...
Checking BEE01...
Checking BIN01...
Checking BRD01...
Checking BRI01...
Checking CHA01...
Checking CHI01...
Checking COD01...
Checking CUR01...
Checking EDD01...
Checking ENG01...
Checking GRZ01...
Checking HER01...
Checking HER02...
Checking HGR01...
Checking HHI01...
Checking HMN01...
Checking HMP01...
Checking INK01...
Checking LOL01...
Checking PEA01...
Checking PGB01...
Connection timeout to PGB01
Checking SFD01...
Checking SHE01...
Checking SLY01...
Checking STM01...
Checking TID01...
Connection timeout to TID01
Checking UBK01...
Checking UFT01...
Checking WIC01...
Checking WOL01...
Checking WRG01...
Checking WSM01...
Checking WTB01...
Checking YAT01...
+--------+----------------+------------------------------------+-------------+-----------------+----------+----------+
| Device |      Port      |            Description             |   SPF Type  |     Part No.    | Tx Power | Rx Power |
| WIC01  | unit-11/port-1 |               EDD01                | 10G BASE-LR |  PT7420-81-1D+  |    -2    |    -8    |
| WIC01  | unit-11/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WIC01  | unit-13/port-1 |           Link to WSM01            | 10G BASE-LR |  PT7420-81-1D+  |    -3    |   -15    |
| WIC01  | unit-13/port-2 |           Link to WTB01            | 10G BASE-LR |  APSP31B33CDL20 |    -2    |   -11    |
| WOL01  | unit-11/port-1 |          To LD4 XE-2/0/5           | 10G BASE-LR |  APSP31B33CDL20 |    -2    |    -2    |
| WOL01  | unit-11/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WOL01  | unit-13/port-1 |                                    | 10G BASE-LR |  APSP31B33CDL20 |    -2    |    -6    |
| WOL01  | unit-13/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WRG01  | unit-11/port-1 |                                    | 10G BASE-LR |  APSP31B33CDL20 |    -3    |    -3    |
| WRG01  | unit-11/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WRG01  | unit-13/port-1 |                                    | 10G BASE-LR |  APSP31B33CDL20 |    -2    |   -40    |
| WRG01  | unit-13/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WSM01  | unit-11/port-1 |            10G to WIC01            | 10G BASE-LR |  PT7420-81-1D+  |    -3    |    -8    |
| WSM01  | unit-11/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WSM01  | unit-13/port-1 |              to SHE01              | 10G BASE-LR |  PT7420-81-1D+  |    -4    |   -10    |
| WSM01  | unit-13/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WTB01  | unit-11/port-1 |        10G WTB01 via WIC01         | 10G BASE-LR |  APSP31B33CDL20 |    -3    |    -8    |
| WTB01  | unit-11/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| WTB01  | unit-13/port-1 |           Link to PEA01            | 10G BASE-LR |  APSP31B33CDL20 |    -2    |    -6    |
| WTB01  | unit-13/port-2 |         To CUR01 U-11 P-1          | 10G BASE-LR | APSP31BB33CDL20 |    -2    |    -6    |
| YAT01  | unit-11/port-1 | YAT01 - CHI01 U-13 P-1 (Temporary) | 10G BASE-LR |  APSP31B33CDL20 |    -2    |   -10    |
| YAT01  | unit-11/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
| YAT01  | unit-13/port-1 |        Link to AHP01 U11/p1        | 10G BASE-LR |  PT7420-81-1D+  |    -3    |   -15    |
| YAT01  | unit-13/port-2 |                                    |   Unknown   |     Unknown     |   -50    |   -50    |
+--------+----------------+------------------------------------+-------------+-----------------+----------+----------+
Got stats from 38 of 40 devices
Failed to get stats from these 2 devices: ['PGB01', 'TID01']
